mean_tmd_gap	tmd_negative_fraction_std	n_tmd	loc_er	has_WT_lost
28.77777777777778	0.0218217890235992	10	1	0
18.0	0.0	2	0	0
0.0	0.0	1	1	0
16.0	0.0336717514850736	4	1	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
41.42857142857143	0.020619652471058	8	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
18.0	0.0	2	0	1
4.0	0.0476190476190476	2	0	0
14.0	0.0	2	0	0
0.0	0.0	1	1	0
4.0	0.0217391304347826	2	1	0
14.666666666666666	0.020619652471058	4	0	0
19.0	0.0224478343233824	3	0	0
0.0	0.0	1	1	0
7.0	0.02	2	1	0
42.142857142857146	0.0157485197087178	8	0	0
18.0	0.020619652471058	12	0	0
18.0	0.0131612094855373	12	0	1
10.666666666666666	0.0166631955291372	7	1	0
12.0	0.0346872075754611	7	0	0
19.666666666666668	0.0312118449175342	7	1	0
14.5	0.0166631955291372	7	1	0
0.0	0.0	1	1	0
14.909090909090908	0.0131612094855373	12	0	0
0.0	0.0	1	0	0
11.0	0.0	2	1	0
72.5	0.0224478343233824	3	0	0
18.5	0.0485620906056455	5	1	0
26.666666666666668	0.0238095238095238	4	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
37.583333333333336	0.0237389769172449	13	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	1	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
15.857142857142858	0.0441105234457337	8	1	0
15.857142857142858	0.0417471292949509	8	1	0
0.0	0.0	1	1	1
0.0	0.0	1	1	0
0.0	0.0	1	1	0
27.4	0.0183664099009492	11	1	0
155.0	0.0162835536038043	3	1	0
